单选,依据《个人信用信息基础数据库管理暂行办法》，商业银行分支机构的个人信用信息基础数据库用户变动后（  ）个工作日内，应当向当地人民银行变更备案。,A、2个,B、3个,C、4个,D、5个, ,A
单选,依据《个人信用信息基础数据库管理暂行办法》，应当由（  ）根据操作规程，为得到相关授权的商业银行人员创建相应用户。,A、当地人民银行管理员用户,B、征信中心管理员用户,C、商业银行管理员用户,D、商业银行本行征信牵头部门负责人, ,C
单选,依据《个人信用信息基础数据库管理暂行办法》规定，商业银行应当根据中国人民银行的有关规定，制定相关信用信息（  ）等方面的内部管理制度和操作规程。,A、报送、查询、使用、异议处理,B、报送、查询、异议处理、安全管理,C、报送、查询、使用、异议处理、安全管理,D、查询、使用、异议处理、安全管理, ,C
单选,金融信用信息基础数据库个人用户连续输入（  ）次密码错误时，用户状态会变为锁定.,A、1,B、2,C、3,D、4, ,C
单选,《征信业管理条例》规定，信息使用者应当按照与个人信息主体约定的用途使用个人信息，不得用作约定以外的用途，不得（  ）。,A、未经个人信息主体同意向第三方提供,B、经个人信息主体同意向第三方提供,C、向第三方提供,D、未经人民银行同意向第三方提供, ,A
单选,依据《个人信用信息基础数据库管理暂行办法》规定，商业银行应当经常对个人信用数据库的查询情况进行（  ），确保所有查询符合规定。,A、审查,B、监督,C、检查,D、登记, ,C
单选,依据《征信业管理条例》，小明有笔华夏银行个人住房贷款于2014年4月发生逾期，下列属于华夏银行未履行个人不良信息告知义务的是：（  ）,A、通过信函方式送达小明单位，但小明因地址变更未收到,B、通过打档案留存固定电话告知，但显示该号码停机,C、通过档案留存手机号码短信方式告知,D、华夏银行未通过任何方式联系小明, ,D
单选,某商业银行一客户因放款急需要查询一份个人信用报告，由于信息查询员小王在外办事，信贷部门负责人向行长汇报，行长授意用户管理员小明想办法查询该客户信用报告。那么，小明的正确做法是:（  ）,A、小明应该给小王去电话，用小王的查询用户给客户查询信用报告,B、小明应该给自己创建一个信息查询用户，用查询用户给客户查询信用报告,C、小明应该跟行长汇报情况，管理员用户不能查询信用报告，需等小王回来查询信用报告,D、小明应该用自己的管理员用户给客户查询信用报告, ,C
单选,在个人信用信息基础数据库中，查询原因中“特约商户实名审查”是指（  ）。,A、贷款审批,B、信用卡审批,C、担保资格审查,D、申请POS机, ,D
单选,依据《征信业管理条例》规定，向征信机构查询个人信息的，应当取得信息主体本人的书面同意并（  ） 。,A、约定时间,B、限定范围,C、约定用途,D、约定期限, ,C
单选,依据《个人信用信息基础数据库管理暂行办法》规定，商业银行在贷后管理中需查询个人信用报告的，应当制定（  ）程序。,A、内部授权制度和查询管理,B、内部授权,C、内部审计,D、内部授权制度和内部审计, ,A
单选,依据《征信业管理条例》，只有获得了信息主体和取得信息主体本人（  ）同意的信息使用者，金融信用信息基础数据库才能为其提供查询服务。,A、口头  ,B、电话告知,C、身份证明材料,D、书面, ,D
单选,小明认为其个人信用报告中某商业银行信贷信息有误，向该商业银行提出异议申请，根据《征信业管理条例》，该商业银行应在收到异议之日后（  ）内回复。,A、1 0日,B、10个工作日,C、20日,D、20个工作日, ,C
单选,依据《金融信用信息基础数据库个人征信异议处理业务规程》，商业银行核实异议信息确实有误的，应当向（  ）报送更正信息。,A、当地人民银行,B、征信中心,C、商业银行上级行,D、人民银行总行, ,B
单选,依据《金融信用信息基础数据库个人征信异议处理业务规程》，商业银行经办机构在接受个人异议申请的同时，必须启动（  ）程序。,A、核实、上报,B、检查、记录,C、核查、更正,D、登记、更正, ,C
单选,依据《金融信用信息基础数据库个人征信异议处理业务规程》，负责异议信息的核查和回复的金融机构应在接到征信中心异议信息核查通知起（  ）内完成。,A、5日,B、12日,C、15日,D、20日, ,B
单选,依据《金融信用信息基础数据库个人征信异议处理业务规程》，金融机构应（  ）回复异议核查内容。,A、及时、完整,B、及时、明确,C、及时、清楚,D、清楚、明确, ,D
单选,依据《个人信用信息基础数据库金融机构用户管理办法》，金融机构查询用户违反个人信用报告查询的相关规定，人民银行有权（  ）该用户。,A、删除,B、更改,C、封存,D、停用, ,D
单选,某商业银行人员调整，于2015年5月20日变更了个人征信系统查询用户的工作人员，该商业银行应该在（  ）前向当地人民银行变更备案。,A、2015年5月22日,B、2015年5月25日,C、2015年5月30日,D、2015年6月10日, ,A
单选,依据《个人信用信息基础数据库管理暂行办法》，个人信用信息基础数据库查询用户工作人员调离，管理员对该用户停用应在什么时间完成？（   ）,A、立即,B、二个工作日,C、三个工作日,D、五个工作日, ,A
单选,依据《个人信用信息基础数据库管理暂行办法》，商业银行个人管理员用户在（  ）查询个人信用信息。,A、可以  ,B、经分管部门负责人同意情况下可以 ,C、经行领到签批同意的情况下可以,D、任何情况下不得, ,D
单选,依据《个人信用信息基础数据库管理暂行办法》，商业银行分支机构的个人信用信息基础数据库管理员用户、数据上报用户和查询用户须报（  ）备案。,A、该商业银行上级行,B、本行征信牵头部门,C、中国人民银行征信管理部门和征信中心,D、当地人民银行征信管理部门, ,D
单选,下列不属于个人信用信息基础数据库信息管理员用户的权限的是（  ）,A、用户口令重置,B、修改登录密码,C、单笔信用报告查询,D、查看自己的基本资料和权限, ,C
单选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》，管理员用户的密码必须（  ）交由部门负责人保存。部门负责人接到新密码后必须同时将原密码（  ）。,A、封存；入档保管,B、封存，并加盖骑缝章；销毁,C、并加盖骑缝章；交上级行,D、封存，并加盖骑缝章，；交用户管理员, ,B
单选,在个人信用信息基础数据库中，用户管理员新建用户时，下列哪些是系统允许的用户名？（  ）,A、abc-cde*,B、hang*112,C、li_223,D、jsyh/af/zg*, ,C
单选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》规定，各用户必须妥善保管自己的密码，第一次登录系统后必须立即更改密码，以后至少（  ）更改一次自己的密码。,A、半个月,B、1个月,C、每星期,D、2个月, ,D
单选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》，金融机构新增（  ）时，应向（  ）提出书面申请。,A、总部级管理员用户，人民银行总行征信管理局,B、分行级管理员用户，当地人民银行征信管理部门,C、县市级管理员用户，金融机构总部征信管理部门,D、总部级管理员用户，征信中心, ,D
单选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》，金融机构的用户管理员负责创建（  ）和（  ），以此类推。,A、本级的普通用户、直属下级机构的查询用户,B、本级的普通用户、直属下级机构的管理员用户,C、直属下级机构的管理员用户和查询用户,D、直属下级机构的管理员用户和数据上报用户, ,B
单选,依据《个人信用信息基础数据库金融机构用户管理办法》，个人信用信息基础数据库普通用户调离岗时，用户（  ）应及时通知用户管理员，用户管理员应及时实施（  ）处理。,A、所在部门及人事部门，删除,B、，所在部门，修改,C、所在部门及人事部门，停用,D、人事部门，暂停, ,C
单选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》，用户管理员的密码应当如何保存？（  ）,A、必须签名，并贴封条，交由部门负责人保存。,B、必须签名，并盖章，交由部门负责人保存,C、必须封存，并加盖骑缝章，交由部门负责人保存,D、必须封存，并签名，交由部门负责人保存, ,C
单选,依据《个人信用信息基础数据库管理暂行办法》，对商业银行个人用户管理要求是（  ）不得互相兼职。,A、管理员用户、数据上报用户,B、管理员用户、查询用户,C、数据上报用户、查询用户,D、管理员用户、数据上报用户和查询用户, ,D
单选,依据《个人信用信息基础数据库管理暂行办法》，商业银行应当建立用户管理制度，并在制度中明确（  ）用户的职责及操作规程。,A、管理员用户、数据上报用户,B、数据上报用户、信息查询用户,C、管理员用户、信息维护用户、信息查询用户、,D、管理员用户、数据上报用户、信息查询用户, ,D
单选,小皮对其名下所持有的A商业银行信用卡的逾期记录有异议，向A银行提出了异议申请，一个月后小皮仍然未得到A银行的答复，依据《征信业管理条例》，国务院征信业监督管理部门或其派出机构可责令A银行限期改正，并对单位处以（  ）的罚款。,A、2万元以上20万元以下  ,B、5万元以上50万元以下,C、1万元以上5万元以下 ,D、10万元以上50万元以下  , ,B
单选,依据《征信业管理条例》规定，信息提供者向征信机构、金融信用信息基础数据库（  ），未事先告知信息主体本人，情节严重或造成严重后果的，由国务院征信业监督管理部门或者其派出机构对单位处2万元以上20万元以下的罚款。,A、提供依法公开的个人信息,B、提供非依法公开的个人信息,C、提供依法公开的个人不良信息,D、提供非依法公开的个人不良信息, ,D
单选,依据《征信业管理条例》，我国负责对征信业进行监督管理的机构是？（  ）,A、中国银行业监督管理系统      ,B、国家商务部系统 ,C、中国人民银行系统,D、国家发改委系统, ,C
单选,依据《征信业管理条例》，下列说法正确的是：（  ）,A、商业银行向金融信用信息基础数据库提供企业信息，应当事先告知客户。,B、商业银行向金融信用信息基础数据库提供个人信息，应当事先告知客户本人。,C、商业银行向金融信用信息基础数据库提供个人信息，可以不告知客户本人。,D、商业银行向金融信用信息基础数据库提供个人不良信息，应当事先告知客户本人。, ,D
单选,依据《征信业管理条例》，金融信用信息基础数据库由专业运行机构建设、运行和维护。该运行机构不以营利为目的，由（  ）监督管理。,A、当地人民银行  ,B、银监局  ,C、国务院征信业监督管理部门  ,D、当地人民政府  , ,C
单选,小明是某商业银行信贷人员，他同学在某网贷公司工作，同学为了提高业绩，将10个法人客户的公司营业执照扫描件和法人代表的个人身份证扫描件通过邮件发给小明，让小明帮忙查询信用报告，并许诺每份信用报告付给小明50元。出于同学情分，小明通过金融信用信息基础数据库查了这10个客户及法人代表的信用报告。根据《征信业管理条例》，对小明的行为，下列说法不正确的是：（  ）,A、违法提供和出售信息,B、因过失泄露信息,C、未经同意查询个人信息,D、未经同意查询企业信贷信息, ,B
单选,某商业银行接受了100企业的贷款申请，并在授权资料齐全的情况下查询了这些企业的信用报告，后来该商业银行将查询的信用报告转给其下属子公司某村镇银行使用，并收取了10000元报酬，对于该商业银行的做法，下列说法中不正确的是（  ）,A、该商业银行违法出售信息,B、该商业银行违反《征信业管理条例》,C、可以对该商业银行进行处5万-50万元罚款,D、可以对该村镇银行进行处罚5万-50万元罚款, ,D
单选,某商业银行接受了100个自然人的贷款申请，并在授权资料齐全的情况下查询了这些人的信用报告，后来该商业银行将查询的信用报告转给其下属子公司某村镇银行使用，对于该商业银行的做法，下列说法中不正确的是（  ）,A、该商业银行违反《征信业管理条例》,B、可以对该村镇银行进行处罚,C、可以对该商业银行进行处罚,D、该商业银行未经个人同意对外提供个人信用报告属于违规行为, ,B
单选,依据中国人民银行《征信投诉办理规程》，被投诉机构对投诉处理结果无异议的，应当在收到处理决定之日起（  ）内按照处理意见进行整改，并将整改情况向人民银行分支机构报告。,A、20日,B、20个工作日,C、10日,D、10个工作日, ,C
单选,依据中国人民银行《征信投诉办理规程》，被投诉机构应当在收到《征信投诉受理单》之日起（  ）内就投诉事项的实际情况和发生原因向人民银行分支机构做出书面说明，并提供相关证明材料。,A、20日,B、20个工作日,C、10个工作日,D、10日, ,D
单选,依据《征信业管理条例》，金融机构应自收到信息主体异议申请之日起（  ）内，向企业法定代表人或经办人书面回复异议处理结果。,A、15个工作日,B、15日,C、20个工作日,D、20日, ,D
单选,依据《金融信用信息基础数据库用户管理规范》，用户机构应确保对报送、查询信息、处理异议的人员的业务操作行为做到（  ）。,A．可修改,B．可限制,C．可追溯,D．可删除, ,C
单选,在金融信用信息基础数据库中，查询用户的权限不包括（  ）。,A、信用报告查询,B、修改登录密码,C、查看自己的基本信息和权限,D、查看本单位查询用户列表, ,D
单选,依据《金融信用信息基础数据库用户管理规范》，从事信贷业务的用户机构实施单笔页面查询信用报告的，其业务查询用户实行（  ）。,A．一人一户、非实名制,B．多人一户、非实名制,C．一人多户、实名制,D．一人一户、实名制, ,D
单选,依据《金融信用信息基础数据库用户管理规范》，各用户机构应对用户权限严格控制，在为用户分配权限时，应遵循权限（  ）原则。,A．最大化,B．最小化,C．可管控,D．唯一性, ,B
单选,依据《金融信用信息基础数据库企业征信异议处理业务规程》，经金融机构核查后确认企业异议信息存在错误、遗漏的，应向征信中心（  ）。,A、报送错误信息,B、申请数据修改,C、报送更正信息,D、删除错误信息, ,C
单选,依据《金融信用信息基础数据库企业征信异议处理业务规程》，金融机构应在接到征信中心异议信息核查通知起（  ）内完成对异议信息的核查和回复。,A、10个日工作,B、15日,C、10日,D、15个日工作, ,C
单选,依据《企业征信系统机构管理与维护操作规程》，在企业征信系统中，下列哪个用户负责授予金融机构查询用户的权限？（  ）,A、人民银行分支机构用户管理员,B、本机构用户管理员,C、征信中心用户管理员,D、银监局分支机构用户管理员, ,B
单选,依据《企业征信系统用户管理规程》，金融机构分支机构的企业征信系统管理员用户由（  ）负责创建。,A、上一级金融机构,B、 人民银行征信中心,C、 人民银行分支机构,D、 顶级机构, ,A
单选,在企业信用信息基础数据库中，下列哪个用户负责授予金融机构分支机构的普通用户权限？（  ）,A、征信中心用户管理员,B、 人民银行分支机构用户管理员,C、本机构用户管理员,D、 人民银行分支机构负责机构管理的用户, ,C
单选,依据《最高人民法院 最高人民检察院关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》，金融机构从业人员违反有国家关规定，将在履行职责或提供服务过程中获取的个人征信信息提供给他人的，数量达到（）条以上的，即构成刑法第二百五十三条之一规定的“情节严重”，依法可以判处（）并依法从重处罚。,A、100  三年以上七年以下有期徒刑，单处或并处罚金,B、50   三年以下有期徒刑，或单处罚金,C、25   三年以下有期徒刑或者拘役，并处或者单处罚金,D、25   一年以下有期徒刑或者拘役，并处罚金, ,C
单选,对于侵犯公民个人信息犯罪，应当综合考虑犯罪的危害程度、犯罪的违法所得数额以及被告人的前科情况、认罪悔罪态度等，依法判处罚金。罚金数额一般在违法所得的（）,A、一倍以上十倍以下,B、一倍以上五倍以下,C、二倍以上十倍以下,D、二倍以上五倍以下, ,B
单选,W市公安部门在打击侵害公民信息权益的行动中，发现A银行征信查询人员李某，将本行个人客户的信用报告（共计86笔）在未经信息主体同意的情况下提供给一家小额贷款公司，并收取报酬5000元人民币。依据《最高人民法院 最高人民检察院关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》，李某的违法行为应当认定为构成刑法第二百五十三条之一规定（    ），依法有可能判处（  ）,A. 情节严重 三年以下有期徒刑或者拘役，并处或者单处罚金,B  情节特别严重  三年以上七年以下有期徒刑，单处或并处罚金,C  情节轻微  无罪,D  情节严重  三年以上七年以下有期徒刑，单处或并处罚金, ,A
单选,A银行征信查询人员李某，私自将本行个人客户王某的信用报告提供给一家小额贷款公司用于催收逾期贷款，并未收取任何报酬。小贷公司根据信用报告提供的家庭住址信息找到王某，采取暴力方式催收，产生冲突，致使王某重伤，依据《最高人民法院 最高人民检察院关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》，李某的违法行为应当认定为构成刑法第二百五十三条之一规定（    ），依法有可能判处（  ）,A. 情节严重 三年以下有期徒刑或者拘役，并处或者单处罚金,B  情节特别严重  三年以上七年以下有期徒刑，并处罚金,C  情节轻微  无罪,D  情节严重  三年以上七年以下有期徒刑，单处或并处罚金, ,B
单选,依据《最高人民法院 最高人民检察院关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》，金融机构从业人员违反国家有关规定，将在履行职责或提供服务过程中获取个人征信信息提供给他人的，数量达到( )条以上的，即构成刑法第二百五十三条之一规定的“情节特别严重”，依法可以判处( )并依法从重处罚。,A 250  三年以上七年以下有期徒刑，并处罚金,B、100  三年以下有期徒刑，或单处罚金,C、25   三年以下有期徒刑或者拘役，并处或者单处罚金,D、25   一年以下有期徒刑或者拘役，并处罚金, ,A
单选,《最高人民法院、最高人民检察院关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》从( )日起施行。,A.2017年5月8日,B.2017年5月31日,C.2017年6月1日,D.2017年7月1, ,C
多选,人民银行检查某商业银行，发现存在大量个人信用报告查询无书面授权行为。根据《征信业管理条例》，人民银行依法对其进行处罚，下列说法正确的是（  ）,A、可以对该商业银行处罚5万-50万元。,B、可以对该商业银行直接负责的主管领导处罚1万-10万元,C、可以对该商业银行信用报告查询人员处罚1万-10万元,D、应当责令该商业银行限期改正,E、对该商业银行给予警告，并处5万-50万元罚款。,ABCD
多选,小皮因要买房与A银行签订了个人住房贷款合同，合同中约定A银行查询其个人信用报告只能用于其贷款申请审批。但A银行将查询到的个人信用报告与集团内的B保险公司进行了共享，对于A银行的行为，依据《征信业管理条例》，国务院征信业监督管理部门或其派出机构可对A银行处以（  ）的罚款；对个人处以（  ）的罚款。,A、2万元以上20万元以下  ,B、5万元以上50万元以下,C、1万元以上5万元以下 ,D、10万元以上50万元以下  ,E、2万元以上50万元以下,AC
多选,A银行在向金融信用信息基础数据库报送客户的不良信息前，未事先告知客户本人，依据《征信业管理条例》，国务院征信业监督管理部门或其派出机构可对A银行处以（  ）的罚款；对个人处以（  ）的罚款。,A、2万元以上20万元以下  ,B、5万元以上50万元以下,C、1万元以上5万元以下 ,D、10万元以上50万元以下  ,E、2万元以上50万元以下,AC
多选,根据《湖北省个人信用信息基础数据库管理办法实施细则》，商业银行应当对每一笔查询进行登记，登记内容包括（  ），贷后查询还需要单位内部授权人签字。,A、查询人姓名,B、被查询人姓名及身份证号码,C、被查询人联系方式,D、查询时间,E、查询原因,ABDE
多选,根据《个人信用信息基础数据库管理暂行办法》，商业银行应当根据中国人民银行的有关规定，制定相关信用信息（  ）等方面的内部管理制度和操作规程，并报中国人民银行备案。,A、报送,B、查询,C、使用,D、投诉处理,E、安全管理,ABCE
多选,中国人民银行2005年颁布的《个人信用信息基础数据库管理暂行办法》，采取了（  ）等措施，保护个人隐私和信息安全，以及个人信用信息基础数据库的规范运行,A、授权查询,B、限定用途,C、保障安全,D、查询溯源,E、违规处罚,ABCDE
多选,根据《个人信用信息基础数据库管理暂行办法》，商业银行应当制定贷后风险管理查询个人信用报告的（  ）。,A、内部授权制度,B、外部授权制度,C、外部监督机制,D、查询管理程序,E、事后监督机制,AD
多选,某商业银行2014年7月向小红发放了一笔20年期个人住房按揭贷款，小红已有1年未还款，该商业银行于2015年1月与小红联系，但其手机号码变更，无法联系到。该商业银行遂于2015年2月-6月未与小红进行联系，也未向小红原手机号码发送不良信息告知短信，对于该商业银行的做法，下列说法正确的是（  ）,A、该商业银行违反《征信业管理条例》,B、该商业银行违反《个人信用信息基础数据库管理暂行办法》,C、小红可以投诉该商业银行未履行不良信息告知义务,D、人民银行可以对该商业银行处罚50万元罚款,E、视情节严重情况，可以对该商业银行处2万-20万元罚款,ACE
多选,关于商业银行查询个人信用报告，下列说法中正确的是：（  ）,A、商银行有无偿为客户提供个人信用报告查询服务的义务,B、商业银行有为客户提供个人信用报告查询服务的义务，但可以收取查询费用,C、商业银行一般不提供本人查询个人信用报告服务,D、个人只需本人持身份证即可到任何一家商业银行营业网点查询本人信用报告,E、商业银行因办理信贷业务时经书面授权，可以查询个人信用报告,CE
多选,依据《征信业管理条例》，商业银行查询征信中心个人信用报告时应当取得被查询人的授权，合法的查询授权可以通过以下途径取得（  ）。,A、口头授权,B、电话授权,C、贷记卡、准贷记卡申请书中增加相应的授权条款,D、担保合同中增加相应的授权条款,E、短信授权,CD
多选,关于商业银行个人信用信息基础数据库查询用户查询个人信用报告的行为，下列说法中不准确的是（  ）,A、只要有个人身份证复印件即可查询个人信用报告,B、有个人口头授权和身份证复印件即可查询个人信用报告,C、只要贷款申请人的书面授权，即可查询其配偶和担保人的信用报告,D、贷款申请人通过电话授权即可查询个人信用报告,E、可以先查询个人信用报告，然后由个人补充查询授权资料,ABCDE
多选,某银行信贷部工作人员小王将其用于贷款审批查询获得的500份个人信用报告提供给该银行理财部工作人员小张，用做理财营销。该银行的做法，下列判断正确的是：（  ）,A、该银行可以将其查得的个人信用报告在信贷部和理财部共享使用,B、该银行信贷部小王将查得的个人信用报告提供给理财部小张用于理财营销的行为属于违规行为,C、根据《征信业管理条例》，可以对该银行处2万元以上20万元以下的罚款,D、根据《征信业管理条例》，可以对小王处1万元以上5万元以下的罚款,E、根据《征信业管理条例》，可以对小张处1万元以上5万元以下的罚款,BCDE
多选,根据《湖北省个人信用信息基础数据库管理办法实施细则》，商业银行在查询个人信用报告时应建立（  ）登记簿。,A、贷前查询,B、用户,C、放款,D、信用卡发卡,E、贷后查询,AE
多选,小王向A银行申请贷款受阻，被告知其配偶有不良信用记录，小王遂打电话托B商业银行好友小张帮忙查其配偶个人信用报告，并通过微信提供了配偶身份证照片，小张于是在人民银行个人征信系统中查询了其配偶个人信用报告，并将查询结果反馈给了小王，对于小张该种行为，下列判断正确的是：（  ）,A、小张查询小王的配偶的个人信用报告的行为无明显过失,B、小张查询小王的配偶的个人信用报告的行为属于违规行为,C、小张查询小王的配偶的个人信用报告的行为无过错，但将信用报告擅自给小王则属违规行为,D、根据《征信业管理条例》，可以对B银行处以5万元以上50万元以下罚款,E、根据《征信业管理条例》，可以对小张处以1万元以上10万元以下罚款,BDE
多选,某金融机构于2014年5月29日发放陈某某担保贷款1笔，金额5万元，担保人李某、王某、赵某，陈某本人携带4个人的身份证原件、复印件及授权书办理贷款手续。在审核发放贷款过程中，正值信贷岗位人员发生变化，新上岗人员使用原工作人员用户，在手续完备的情况下登陆个人征信系统查询了以上4人个人信用报告，贷款发放后，按程序及时申请新建查询用户并在5个工作日内向人民银行征信管理部门和征信中心报送用户登记备案表。对该金融机构的行为，下列说法正确的是？（  ）,A、查询用户工作人员调离，该用户没有立即停用。,B、查询用户混用。,C、新建用户未及时中国人民银行征信管理部门备案。,D、不能发放这笔担保贷款,E、该查询用户违规查询4个人的信用报告,ABCE
多选,小明为某商业银行个人征信系统查询用户，其好朋友小张在某网贷公司工作，因工作需要小张托小明查询了100个自然人的个人信用报告，并给付小明5000元报酬，对于小明的该种行为，下列说法正确的是（  ）,A、小明违反了《征信业管理条例》,B、小明的行为属于违规查询个人信用报告,C、小明违反《个人信用信息基础数据库管理暂行办法》,D、可以对小明的单位处以一万元以上三万元以下罚款,E、小明的行为属于违法对外提供个人信息,ABCE
多选,小明为某商业银行个人征信系统查询用户，其好朋友小张在某网贷公司工作，因工作需要小张托小明查询了100个自然人的个人信用报告，并给付小明5000元报酬，对于小明的该种行为，下列说法正确的是（  ）,A、对小明的单位可以处5万元以上50万元以下罚款,B、对小明可以处罚1万-10万元罚款,C、应当没收小明的5000元非法所得,D、对小明的单位可以处以1万元以上3万元以下罚款,E、人民银行可以对小张处以10万元罚款,ABC
多选,根据《个人信用信息基础数据库管理暂行办法》，商业银行应当在接到征信中心的异议核查通知后，发现异议信息确实有误的，应当采取以下措施：（  ）,A、向征信中心报送更正信息,B、检查个人信用信息报送的程序,C、通知当地人民银行分支机构,D、对后续报送的其他个人信用信息进行检查，发现错误的，应当重新报送,E、通知异议申请人本人,ABD
多选,个人信用信息基础数据库用户被锁定后可以怎样解锁？（  ）,A、本级用户管理员解锁,B、上级普通用户解锁,C、上级用户管理员解锁,D、12小时后自动解锁,E、24小时后自动解锁,AE
多选,个人信用信息基础数据库中，由征信中心直接赋予管理员用户权限的是（  ）,A、中国工商银行股份有限公司,B、中国工商银行湖北省分行,C、汉口银行重庆分行营业部,D、汉口银行,E、交通银行湖北省分行,AD
多选,根据《个人信用信息基础数据库管理暂行办法》，商业银行管理员用户不能对（  ）进行日常管理。,A、下一级查询用户,B、同级查询用户,C、同级数据上报用户,D、下一级管理员用户,E、下一级数据上报用户,AE
多选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》，管理员用户负责管理同级普通用户和下级用户管理员，包括（  ）。,A、创建、停用、启用用户,B、用户权限管理,C、用户口令重置,D、用户基本信息管理,E、查询用户信息,ABCDE
多选,根据《个人信用信息基础数据库金融机构用户管理办法（暂行）》规定，下列说法正确的有：（  ）,A、所有用户均不能删除,B、一个用户只能一人使用,C、用户管理员可以设置A、B角,D、所有用户只能进行停用或启用操作,E、各级用户管理员和普通用户不得互相兼任,ABDE
多选,依据《征信业管理条例》，向金融信用信息基础数据库查询信息的机构，未经同意查询个人信息或者企业的信贷信息的，由国务院征信业监督管理部门或者其派出机构责令限期改正，并（  ）。,A、对直接负责的主管人员和其他直接责任人员处1万元以上5万元以下的罚款,B、对单位处10万元以上50万元以下的罚款,C、有违法所得的，没收违法所得,D、给信息主体造成损失的，依法承担民事责任,E、构成犯罪的，依法追究刑事责任,CDE
